,ctarget
1296922,dos
2613243,dos
4363765,dos
2859728,dos
4358622,dos
3091674,dos
1814444,dos
1340884,dos
4592562,dos
1148163,dos
2944779,dos
2706550,dos
1556379,dos
3873569,dos
2812898,dos
3005771,dos
1035720,normal
3571641,dos
1744240,dos
187416,normal
364662,normal
795431,normal
43208,normal
1866330,dos
4804253,normal
1656450,dos
3778866,dos
3752252,dos
1048014,normal
4673218,dos
3753423,dos
2567688,dos
2931244,dos
3350738,dos
232137,normal
747065,normal
2284336,dos
66159,normal
3837990,dos
2726342,dos
4863293,dos
509579,normal
524741,dos
1116014,dos
4190542,dos
4024495,dos
723560,normal
1288740,dos
1139555,dos
2374102,dos
3023617,dos
1365185,normal
182139,normal
2021568,dos
1474061,dos
3641648,dos
1820999,dos
3915398,dos
2296625,dos
1153211,dos
2313438,dos
2606811,dos
2256774,dos
1857284,dos
3655159,dos
4450590,dos
661320,dos
4517684,normal
3179354,dos
1912574,dos
1012372,dos
2869568,dos
4612925,dos
1429725,normal
1889905,dos
4273165,dos
1553595,dos
1204789,dos
4502128,normal
2122517,dos
1471353,dos
3264137,dos
3521056,dos
133524,normal
1939627,dos
2831712,dos
1244582,dos
3575530,dos
2302811,dos
1539617,dos
1368645,normal
567142,dos
4473119,normal
4866374,dos
263640,normal
791652,normal
1693722,dos
2061602,dos
4489641,normal
2367960,dos
2798412,dos
2395451,dos
3336071,dos
777812,normal
772425,normal
2671977,dos
2449381,dos
3927020,normal
4649730,dos
3686339,dos
3850934,dos
1130833,dos
1253415,dos
4168354,dos
3666282,normal
4388939,dos
3643122,dos
2050879,dos
3756487,dos
3821259,dos
1353026,normal
1384113,probe
261422,normal
4832925,dos
306398,normal
753325,normal
4358706,dos
1504669,dos
1246408,dos
1314974,dos
3799326,dos
2593723,dos
370932,normal
32530,normal
2958634,dos
17453,normal
4105126,dos
1302826,dos
2512351,dos
4676015,dos
1919695,dos
2716194,dos
3345370,dos
3374062,dos
4395527,dos
3564617,dos
2612274,dos
2131820,dos
1762007,dos
4785247,normal
3131886,dos
4693199,dos
1572968,dos
3390434,dos
373480,normal
1009956,dos
76220,normal
1162019,dos
658474,dos
2590942,dos
4679124,dos
3460481,dos
567478,dos
3608112,dos
1510265,dos
522458,dos
218899,normal
114174,dos
1643628,dos
4199124,dos
1850528,dos
3369474,dos
59854,normal
2528925,dos
1467216,dos
2150616,dos
1186941,dos
4734998,dos
3498665,dos
986415,dos
4214936,dos
2959824,dos
3042635,dos
4694599,dos
2937311,dos
218810,normal
3760518,dos
4221231,dos
3629549,dos
3665864,normal
2325856,dos
1632854,dos
3871511,dos
4758872,dos
1245992,dos
4789438,normal
2478558,dos
1400684,normal
512883,normal
2582008,dos
2176498,dos
774743,normal
1710594,dos
1948521,dos
29472,normal
2411226,dos
4267877,dos
333066,normal
1850710,dos
556830,dos
2625934,dos
1780953,dos
3152976,dos
1491758,dos
2670249,dos
4747030,dos
3498831,dos
1083968,dos
892796,normal
3596627,dos
4112191,dos
2799080,dos
3465016,dos
4669823,dos
94515,dos
1292097,dos
2910594,dos
747077,normal
1901477,dos
2490467,dos
2563781,dos
4840348,dos
3509424,dos
3262995,dos
1222551,dos
3948305,dos
801087,normal
1507594,dos
3819835,dos
8428,normal
3724232,dos
3997608,dos
98560,dos
4697483,dos
3863511,dos
1314099,dos
88470,dos
4238514,dos
1556251,dos
810265,normal
4395333,dos
4685890,dos
4342370,dos
1365212,normal
1162834,dos
4639609,dos
1309545,dos
4854009,dos
2943960,dos
602816,dos
1281124,dos
719486,dos
4740066,dos
3833865,dos
567651,dos
2990794,dos
2481951,dos
1250558,dos
4195192,dos
4142705,dos
4146228,dos
1757034,dos
3835256,dos
480826,dos
2665218,dos
3895257,dos
1444140,normal
2090181,dos
2384452,dos
385988,normal
3291031,dos
1188520,dos
3513682,dos
2433912,dos
4450490,dos
206057,normal
2201767,dos
668401,dos
2779230,dos
4395307,dos
4098616,dos
4143811,dos
4467305,normal
1428845,normal
2600317,dos
2368485,dos
2367233,dos
3857215,dos
1417165,probe
3424890,normal
920126,dos
3138453,dos
780785,normal
3248627,dos
1948689,dos
3545467,dos
351086,normal
4786328,normal
554785,dos
354215,normal
417681,normal
1390487,normal
1003106,dos
87550,dos
1198879,dos
4531606,normal
2494031,dos
2191857,dos
525544,dos
2821433,dos
554813,dos
1807805,dos
3009584,dos
1770108,dos
4174575,dos
2803113,dos
1667545,dos
903935,dos
2947994,dos
3328033,dos
2325333,dos
2031619,dos
3272580,dos
1216356,dos
2243241,dos
4204106,dos
2499899,dos
368172,normal
4732140,dos
1847000,dos
1092577,dos
1567897,dos
2047998,dos
4751384,dos
3073079,dos
1079395,dos
2296065,dos
4764190,normal
3669913,dos
3180738,dos
2095938,dos
3315489,dos
3576969,dos
3024193,dos
4373228,dos
1810799,dos
4744721,dos
3608689,dos
3600123,dos
2388800,dos
197296,normal
3048335,dos
3938790,dos
4277712,dos
4872998,normal
603347,dos
4135565,dos
2738511,dos
1059885,normal
2303555,dos
2565585,dos
568902,dos
3467023,dos
951365,dos
3972570,dos
648519,dos
2147210,dos
4072261,dos
1425362,normal
1456909,normal
713413,dos
1962693,dos
1160559,dos
1482073,dos
1514317,dos
1749582,dos
749652,normal
3332570,dos
3216565,dos
3556226,dos
783100,normal
2430094,dos
2051106,dos
3770859,dos
2853760,dos
1778245,dos
4847805,dos
3483091,dos
441855,dos
3636139,dos
4605582,dos
791705,normal
1762482,dos
2269673,dos
2042286,dos
4708043,dos
2922973,dos
419866,normal
680652,dos
702638,dos
1152117,dos
2489934,dos
4564603,dos
2717717,dos
81753,dos
4371321,dos
3554864,dos
1336004,dos
104415,dos
866235,normal
2516931,dos
2204894,dos
4297558,dos
3058983,dos
1193668,dos
849324,normal
522457,dos
4759342,dos
2708924,dos
550990,dos
1668637,dos
2756268,dos
4047062,dos
392719,normal
2154501,dos
2282853,dos
494968,dos
3630849,dos
4203698,dos
2063676,dos
2977350,dos
4252743,dos
4588631,dos
3770379,dos
2059222,dos
2315962,dos
730961,normal
753555,normal
4743319,dos
3066406,dos
2050577,dos
3663193,dos
4469574,normal
4288355,dos
1241740,dos
681424,dos
3543721,dos
95746,dos
1573609,dos
2058204,dos
4096073,dos
4895729,normal
4870785,normal
3123221,dos
1128094,dos
4230990,dos
3887865,dos
4493305,normal
2655620,dos
4791864,normal
4150896,dos
1986871,dos
2221112,dos
534716,dos
775760,normal
3941657,dos
4223371,dos
2610903,dos
1684452,dos
796679,normal
2430488,dos
1254167,dos
3196437,dos
4007647,dos
3624333,dos
3534801,dos
1007239,dos
2867308,dos
936610,dos
3323194,dos
2112346,dos
1860782,dos
2277912,dos
173444,normal
3066742,dos
2779376,dos
4458847,normal
1736607,dos
3386362,dos
699980,dos
186588,normal
1157218,dos
4861671,dos
2945746,dos
397343,normal
1193545,dos
3611412,dos
4132436,dos
3616029,dos
3055963,dos
1644629,dos
2244898,dos
4878464,normal
165821,normal
114834,dos
3152406,dos
3906739,dos
3077893,dos
2514826,dos
4211045,dos
181797,normal
4881524,normal
807572,normal
448303,dos
2369755,dos
1066986,dos
1356647,normal
572654,dos
3927601,normal
2620271,dos
235642,normal
3922894,dos
3916373,dos
76505,normal
850250,normal
3579007,dos
2272083,dos
267135,normal
2435068,dos
4663358,dos
491908,dos
3971339,dos
922684,dos
3549719,dos
3602325,dos
4386313,dos
2986604,dos
802235,normal
3603005,dos
4829056,normal
1442437,normal
4483455,normal
543269,dos
1706437,dos
3090084,dos
596281,dos
322345,normal
3019788,dos
4399442,dos
2529646,dos
1126761,dos
2600093,dos
765000,normal
990017,dos
3936050,dos
883405,normal
2014676,dos
3951113,dos
4249619,dos
3695030,dos
716857,dos
979655,dos
1266376,dos
4404774,dos
2511161,dos
2164600,dos
530361,dos
4645583,dos
2431399,dos
1450025,normal
3162525,dos
1318658,dos
1852411,dos
1996238,dos
3564716,dos
3685076,dos
1287211,dos
2959981,dos
2403619,dos
3386470,dos
2222590,dos
4216997,dos
166559,normal
2397310,dos
4520593,normal
2024693,dos
2868314,dos
3266700,dos
1004757,dos
41415,normal
2880490,dos
4147372,dos
2135848,dos
1176699,dos
1729680,dos
458051,dos
2357722,dos
562961,dos
1826554,dos
1474911,dos
4329197,dos
4805490,normal
1290953,dos
3703554,dos
1772103,dos
1483240,dos
3407143,normal
4209490,dos
701841,dos
432506,dos
3007366,dos
4586947,dos
4481780,normal
4064863,dos
3285419,dos
1078911,dos
3014471,dos
1106703,dos
368444,normal
674033,dos
2635695,dos
4212537,dos
737296,normal
4666859,dos
1189628,dos
155518,normal
2336614,dos
4531203,normal
3556429,dos
1787033,dos
3617171,dos
691869,dos
3923118,dos
1150317,dos
1851602,dos
3468197,dos
2404525,dos
3799245,dos
3348581,dos
4291474,dos
2697815,dos
689446,dos
1475872,dos
2708096,dos
946457,dos
478070,dos
2447399,dos
670053,dos
3615997,dos
1520062,dos
2223533,dos
1903988,dos
4047773,dos
1862965,dos
1698421,dos
119995,normal
3764741,dos
1334977,dos
3887653,dos
80632,dos
512362,normal
3900851,dos
3320188,dos
857313,normal
2181381,dos
422736,dos
4178249,dos
609475,dos
1583591,dos
1637539,dos
3820787,dos
3484160,dos
4515540,normal
4134822,dos
122805,normal
4591609,dos
1074057,dos
3395360,dos
4026292,dos
1972658,dos
2871939,dos
4381287,dos
2101947,dos
4852899,dos
4294976,dos
927181,dos
4593495,dos
4558505,normal
3977228,dos
276556,normal
3300189,dos
2576362,dos
1403348,normal
1107375,dos
260228,normal
4803439,normal
3185228,dos
3950417,dos
383650,normal
3292635,dos
345015,normal
4538501,normal
1304135,dos
4778393,normal
511370,normal
714415,dos
2549382,dos
754306,normal
2722998,dos
2388736,dos
1019639,normal
2576109,dos
1708409,dos
3694083,dos
4761024,dos
3784681,dos
2656412,dos
4799917,normal
3255345,dos
361943,normal
2194408,dos
86935,dos
2347555,dos
607816,dos
587304,dos
2587707,dos
3487830,dos
2633523,dos
4724362,dos
728746,normal
3606826,dos
2422698,dos
1904035,dos
3581543,dos
4606484,dos
375942,normal
3513217,dos
4495520,normal
4176283,dos
2509750,dos
4651668,dos
3792390,dos
2788544,dos
3643926,dos
2595326,dos
3992230,dos
2231056,dos
1279995,dos
4423216,dos
2760734,dos
1011542,dos
708327,dos
2342942,dos
2752938,dos
2331223,dos
4096874,dos
1912822,dos
4001989,dos
4615649,dos
3106799,dos
1954244,dos
4365234,dos
98990,dos
2580380,dos
1569667,dos
3256756,dos
3986048,dos
980503,dos
4351225,dos
481775,dos
855218,normal
2125663,dos
133260,normal
1580520,dos
701123,dos
4220644,dos
502534,probe
127451,normal
2291448,dos
3590936,dos
2685887,dos
4356172,dos
2873413,dos
563824,dos
1272985,dos
1423501,normal
2368440,dos
2497935,dos
2022769,dos
2262147,dos
3768061,dos
4114424,dos
3125714,dos
245230,normal
1321514,dos
4456733,dos
1476932,dos
1063790,dos
4850689,dos
2711431,dos
2626094,dos
1286087,dos
3402174,normal
610257,dos
1814192,dos
441297,dos
1735094,dos
1756941,dos
844907,normal
2740028,dos
1901067,dos
3853220,dos
219397,normal
1574725,dos
1105455,dos
1513741,dos
4368515,dos
846810,normal
4673968,dos
4608338,dos
2882385,dos
4440051,dos
872723,normal
305493,normal
1342572,normal
29304,normal
2493769,dos
3893590,dos
2495075,dos
1181156,dos
2103645,dos
4755408,dos
4695672,dos
2156652,dos
4333692,dos
1736501,dos
1329410,dos
3995669,dos
2342045,dos
1228380,dos
3928258,normal
2383819,dos
2375680,dos
169919,normal
4006421,dos
3820259,dos
1436092,normal
4729933,dos
915430,dos
3044268,dos
4727321,dos
1133186,dos
2736549,dos
1575353,dos
3455984,normal
2844469,dos
3647165,dos
3911061,dos
4374183,dos
446803,dos
1864199,dos
2710040,dos
180259,normal
165971,normal
3255680,dos
2616223,dos
2925273,dos
4418522,dos
3297857,dos
4649318,dos
61528,normal
215691,normal
1365563,normal
1607430,dos
3090210,dos
3154537,dos
1343267,normal
887547,normal
4098871,dos
2891791,dos
4225340,dos
2081831,dos
2230681,dos
1166295,dos
2748214,dos
4019316,dos
3335244,dos
3383814,dos
3122910,dos
3664194,probe
1169982,dos
57010,normal
1309419,dos
4629212,dos
3150564,dos
3310121,dos
3456021,normal
1250135,dos
1408009,normal
4372090,dos
3290133,dos
6606,normal
4700934,dos
3861271,dos
2365774,dos
3397371,normal
1799450,dos
2348803,dos
1854777,dos
1676432,dos
3259841,dos
4541111,normal
964639,dos
209432,normal
2156886,dos
3637888,dos
3083451,dos
4323609,dos
411997,normal
4609638,dos
925097,dos
4441913,dos
1409444,normal
488628,dos
3170116,dos
2048940,dos
741723,normal
1386498,probe
2773945,dos
258036,normal
791748,normal
165035,normal
4468107,normal
3632505,dos
4623893,dos
4087010,dos
3527414,dos
2269644,dos
2214748,dos
2529817,dos
1902157,dos
4313512,dos
313365,normal
3954649,dos
2654414,dos
4286767,dos
1538668,dos
3178480,dos
3787094,dos
2368593,dos
22588,normal
3933049,dos
3512184,dos
2521537,dos
3216900,dos
24456,normal
1427549,normal
792766,normal
3248101,dos
2663699,dos
1282774,dos
3253055,dos
29355,normal
1543652,dos
4666711,dos
639737,dos
2486193,dos
2390793,dos
232341,normal
3491117,dos
839503,normal
3922887,dos
3723001,dos
4170431,dos
2633856,dos
2375821,dos
362430,normal
2559958,dos
3044668,dos
891403,normal
2348732,dos
1002317,dos
360121,normal
2875093,dos
4468257,normal
4264012,dos
4300906,dos
2148892,dos
4089544,dos
2762719,dos
2720573,dos
1328999,dos
3383223,dos
428136,dos
499938,dos
4577679,dos
4358672,dos
1170447,dos
4095225,dos
861394,normal
304741,normal
3889523,dos
4559194,dos
2613162,dos
1901263,dos
2824778,dos
2586128,dos
2553563,dos
4206318,dos
3170901,dos
4791749,normal
4589306,dos
3116593,dos
4046826,dos
1425255,normal
1230089,dos
739897,normal
2018532,dos
4759282,dos
2456045,dos
3149126,dos
3917963,dos
1612708,dos
4693362,dos
1093678,dos
4834975,dos
3826806,dos
1217746,dos
1235954,dos
2706316,dos
3454388,normal
3163543,dos
3385773,dos
1737924,dos
1906931,dos
1182672,dos
3679786,normal
4873479,normal
3982920,dos
1329539,dos
2156146,dos
3358229,dos
422439,dos
3027777,dos
4355537,dos
571580,dos
2518711,dos
2356012,dos
1134061,dos
1707787,dos
380611,normal
4025056,dos
4811657,dos
4285305,dos
1180963,dos
4009884,dos
845355,normal
2031297,dos
4783343,normal
865276,normal
2717810,dos
212598,normal
4841314,dos
1819595,dos
3186681,dos
3600265,dos
4692541,dos
1389998,normal
381421,normal
4636730,dos
2405018,dos
797530,normal
4796126,normal
3145214,dos
1947616,dos
3091755,dos
345169,normal
3457744,normal
2099770,dos
2816299,dos
2357559,dos
1915908,dos
403882,normal
2818898,dos
3545747,dos
267948,normal
4299588,dos
4543775,normal
1969755,dos
3733495,dos
3389633,dos
1258610,dos
4598155,dos
2803834,dos
1899076,dos
2104589,dos
2238359,dos
3593638,dos
255624,normal
3568093,dos
3287357,dos
2317164,dos
4232034,dos
2587269,dos
4223356,dos
1691284,dos
3123021,dos
4832370,dos
974648,dos
2191615,dos
1772420,dos
2891557,dos
1112921,dos
3440468,normal
3824857,dos
3353375,dos
715763,dos
255196,normal
3209864,dos
970685,dos
135684,normal
3708591,dos
4453155,dos
4068274,dos
3496656,dos
2316431,dos
1021412,normal
2776335,dos
2989278,dos
4535281,normal
3641628,dos
666143,dos
4811932,dos
401478,normal
1605692,dos
2432096,dos
1293768,dos
2983662,dos
315040,normal
4134329,dos
4840141,dos
1876523,dos
3149879,dos
2835015,dos
2505849,dos
4816357,dos
2369499,dos
88550,dos
2621403,dos
921575,dos
2642258,dos
4765195,normal
3004200,dos
2239387,dos
730313,normal
2673512,dos
441223,dos
2766585,dos
179542,normal
66675,normal
4278025,dos
613683,dos
3227502,dos
3314798,dos
1196835,dos
4810297,normal
4212404,dos
4465071,normal
2186347,dos
2345510,dos
1416204,probe
4812311,dos
2916269,dos
3345008,dos
4431321,dos
4633189,dos
1269488,dos
3029646,dos
3786425,dos
3277199,dos
3250378,dos
4416766,dos
2848372,dos
375472,normal
304678,normal
4623121,dos
3811625,dos
1029693,normal
3009219,dos
3971786,dos
34443,normal
4540518,normal
3118784,dos
861240,normal
4872969,normal
4012206,dos
3168586,dos
4843650,dos
2894700,dos
2356280,dos
3473212,dos
4109102,dos
1379814,normal
716783,dos
4285669,dos
246397,normal
3259708,dos
907443,dos
4852780,dos
324367,normal
4638875,dos
1017001,normal
118386,normal
4305869,dos
2735727,dos
3580114,dos
1938467,dos
4766378,probe
4545151,normal
4510175,normal
2709591,dos
2619842,dos
2496350,dos
493020,dos
1694426,dos
3978038,dos
4745390,dos
4799872,normal
3170025,dos
2604276,dos
2877911,dos
3183286,dos
4218976,dos
4017799,dos
3750379,dos
1753933,dos
4198599,dos
199431,normal
4791623,normal
791213,normal
3158322,dos
4040807,dos
183567,normal
1699556,dos
3870085,dos
1634371,dos
1998776,dos
2154973,dos
4308630,dos
1651717,dos
2972060,dos
3826411,dos
4527721,normal
3026776,dos
1099321,dos
288986,normal
1248130,dos
3833598,dos
4305541,dos
4248156,dos
2519908,dos
2352856,dos
826040,normal
2267231,dos
3508375,dos
1566125,dos
3352858,dos
1957125,dos
3523209,dos
4846310,dos
1943767,dos
3916154,dos
3736515,dos
1771258,dos
3550210,dos
2655521,dos
1168446,dos
1825370,dos
1086764,dos
1065875,dos
3762350,dos
3845924,dos
1515902,dos
1421896,normal
4392690,dos
2877907,dos
86157,dos
2454480,dos
2413183,dos
3994977,dos
1040397,normal
562064,dos
4180782,dos
3540168,dos
1635361,dos
4344907,dos
2329121,dos
1230010,dos
4188578,dos
3478579,dos
2387036,dos
979043,dos
2812106,dos
2916368,dos
249366,normal
981619,dos
2295989,dos
4467902,normal
4844568,dos
3358306,dos
357236,normal
3561004,dos
2604967,dos
1753786,dos
2170263,dos
1992945,dos
166471,normal
2129226,dos
59839,normal
686430,dos
797587,normal
1616783,dos
2995798,dos
3077211,dos
2526436,dos
3698537,dos
448998,dos
2336864,dos
4496238,normal
3998577,dos
1984,normal
3021278,dos
4460281,normal
4645765,dos
3942379,dos
761705,normal
3496977,dos
3437702,normal
3448960,normal
1339432,dos
1633821,dos
3272207,dos
378411,normal
4836534,dos
3580653,dos
711201,dos
707164,dos
3501555,dos
2844332,dos
3066547,dos
896359,probe
3349134,dos
330635,normal
4221602,dos
1844656,dos
3741490,dos
2826012,dos
2297340,dos
3385176,dos
2592187,dos
1451159,normal
739882,normal
3574306,dos
2720872,dos
4071089,dos
305734,normal
4279856,dos
3763885,dos
504653,probe
2059300,dos
3095176,dos
1749148,dos
3558040,dos
4345272,dos
794433,normal
4529204,normal
2718261,dos
97159,dos
3743518,dos
1884696,dos
2073393,dos
55840,normal
204284,normal
6726,normal
2083774,dos
4481056,normal
4667339,dos
4136526,dos
4037844,dos
451647,dos
4255141,dos
866711,normal
4584331,dos
958081,dos
3791638,dos
4605072,dos
799962,normal
1039106,normal
4067686,dos
3153587,dos
2719659,dos
1750039,dos
2338677,dos
3073364,dos
4452650,dos
1516430,dos
2348510,dos
785821,normal
2034741,dos
1501064,dos
3386984,dos
3609970,dos
2535715,dos
1628943,dos
732650,normal
1984191,dos
2510852,dos
1999577,dos
1623481,dos
1011382,dos
1923715,dos
1785410,dos
776824,normal
1497022,dos
1103643,dos
1600414,dos
3775220,dos
1285260,dos
407601,normal
2494190,dos
263623,normal
2095226,dos
1726669,dos
3553551,dos
2623307,dos
4880051,normal
1703221,dos
2517742,dos
1515816,dos
4792285,normal
2145888,dos
2471845,dos
2376586,dos
2984728,dos
2211742,dos
2850050,dos
2895259,dos
504658,probe
3266210,dos
2256873,dos
4849829,dos
1785067,dos
919280,dos
342688,normal
1763307,dos
2956032,dos
1923497,dos
2917797,dos
885558,normal
1681529,dos
1531683,dos
3136091,dos
2219248,dos
774159,normal
4733307,dos
3738415,dos
4875673,normal
487173,dos
4584802,dos
2197949,dos
1620591,dos
88117,dos
1307112,dos
586861,dos
976269,dos
2588646,dos
455458,dos
1936061,dos
382810,normal
355924,normal
3219259,dos
1713950,dos
1888296,dos
821055,normal
1937788,dos
1534324,dos
1165005,dos
3934455,dos
614365,dos
3043199,dos
1308896,dos
4648739,dos
4735321,dos
489589,dos
2958144,dos
166447,normal
685470,dos
4842691,dos
571939,dos
4451866,dos
2636255,dos
3661524,dos
4878069,normal
1318813,dos
1979323,dos
3921739,dos
4080996,dos
243878,normal
1993771,dos
4732117,dos
4463456,normal
310185,normal
527834,dos
47713,normal
152888,normal
748378,normal
4459376,normal
2861975,dos
388877,normal
3246969,dos
3521887,dos
3040828,dos
2259510,dos
1683507,dos
4858287,dos
4312271,dos
2483896,dos
1734644,dos
4021261,dos
4287215,dos
2494473,dos
640247,dos
3114782,dos
85851,dos
3432206,normal
551712,dos
3626991,dos
554538,dos
747328,normal
1281067,dos
2408604,dos
4484430,dos
3105789,dos
4213539,dos
3061025,dos
1457685,normal
3168794,dos
1557309,dos
2515485,dos
2608947,dos
3655155,dos
4485432,normal
702179,dos
1357000,normal
4714032,dos
271389,normal
2632093,dos
2577899,dos
2232007,dos
1773047,dos
4460014,normal
1095054,dos
1918250,dos
2549347,dos
4377590,dos
2747298,dos
4548484,normal
3412280,probe
398702,normal
892485,normal
777744,normal
212259,normal
4084676,dos
2367103,dos
2789496,dos
1252324,dos
4263333,dos
2181070,dos
2993579,dos
427814,dos
3600710,dos
2513499,dos
2142036,dos
1656535,dos
4721821,dos
3042983,dos
3176756,dos
4251190,dos
4615314,dos
4440632,dos
1169816,dos
926782,dos
4582772,dos
4262032,dos
276128,normal
2163062,dos
54775,normal
343690,normal
2367756,dos
876597,normal
4795410,normal
3364835,dos
4637988,dos
1347539,normal
153677,normal
1273081,dos
2750692,dos
4562097,dos
681415,dos
1134071,dos
3117110,dos
133512,normal
2134676,dos
689985,dos
3090504,dos
1468135,dos
4239679,dos
3033857,dos
2457901,dos
1968233,dos
4650181,dos
2287545,dos
3975239,dos
4754507,dos
4683910,dos
2136449,dos
2156101,dos
3019891,dos
4414814,dos
3398577,normal
4308859,dos
2244173,dos
3051517,dos
4702533,dos
3287278,dos
1497230,dos
330427,normal
3200770,dos
1957831,dos
1664907,dos
3979922,dos
3495115,dos
936950,dos
4509775,normal
1202549,dos
3107277,dos
390063,normal
83121,dos
3447274,normal
1084116,dos
1663660,dos
2333904,dos
1656487,dos
4056577,dos
416800,normal
3806716,dos
3246249,dos
2864258,dos
236289,normal
3873998,dos
2603867,dos
638327,dos
720807,dos
1809941,dos
2506449,dos
2693407,dos
803703,normal
2421776,dos
4174070,dos
3092358,dos
3502384,dos
4440262,dos
3289090,dos
684988,dos
1062534,dos
780084,normal
1910680,dos
594948,dos
1253452,dos
1792785,dos
3009288,dos
1925611,dos
3994913,dos
1224209,dos
1760793,dos
3493259,dos
3944757,dos
4273845,dos
3666631,dos
4840585,dos
563264,dos
4119682,dos
4803683,normal
3845306,dos
119577,normal
4757925,dos
2227794,dos
687705,dos
328846,normal
4156166,dos
2832525,dos
4220888,dos
3222206,dos
414680,normal
112700,dos
2604144,dos
2930373,dos
1788307,dos
4415687,dos
321906,normal
1717817,dos
1819785,dos
4407737,dos
2152686,dos
1026619,normal
3055272,dos
2551963,dos
4591621,dos
4307635,dos
3062168,dos
3055735,dos
1144423,dos
4170099,dos
646939,dos
3375731,dos
2566568,dos
2436036,dos
3501824,dos
1232860,dos
2088518,dos
4891507,normal
2468040,dos
1222665,dos
2746742,dos
4178809,dos
3667399,dos
2978444,dos
4237422,dos
2653009,dos
2811679,dos
919966,dos
2240809,dos
4310013,dos
1160411,dos
3582598,dos
4525166,normal
662683,dos
1651974,dos
4062859,dos
3725135,dos
968350,dos
361491,normal
2156934,dos
1815855,dos
3210055,dos
1485298,dos
329020,normal
868149,normal
1550438,dos
513994,normal
1419827,normal
4464028,normal
4816908,dos
649549,dos
3974418,dos
1169416,dos
54869,normal
3535360,dos
4129612,dos
3299566,dos
1401020,normal
1067077,dos
1238893,dos
3555565,dos
3087097,dos
3343808,dos
29006,normal
2048495,dos
286637,normal
4196615,dos
4463316,normal
2970138,dos
1318122,dos
294357,normal
3739584,dos
1228063,dos
4414962,dos
897236,probe
4784726,normal
820576,normal
599972,dos
259733,normal
3956244,dos
442929,dos
1217717,dos
4021611,dos
536517,dos
1995345,dos
1437886,normal
88901,dos
4715311,dos
3493591,dos
4790484,normal
2019180,dos
4521856,normal
36030,normal
4104793,dos
2594379,dos
482748,dos
3646713,dos
1364741,normal
338490,normal
1785644,dos
1993824,dos
1906448,dos
406590,normal
3445574,normal
2785139,dos
504093,probe
407458,normal
2139154,dos
579934,dos
1082791,dos
4569754,dos
801024,normal
1931232,dos
2326953,dos
3873502,dos
669471,dos
3616755,dos
3366996,dos
2760886,dos
3623083,dos
3441510,normal
1671972,dos
4158589,dos
2294631,dos
3386445,dos
1033406,normal
2215645,dos
2952573,dos
1783748,dos
2773379,dos
3220510,dos
3256541,dos
2616969,dos
3002536,dos
419552,normal
3347014,dos
4559737,dos
1756805,dos
2476006,dos
3218222,dos
4007861,dos
2779956,dos
1314397,dos
3462420,dos
1415923,probe
89964,dos
3062425,dos
4360128,dos
3361130,dos
2458918,dos
2644237,dos
4394945,dos
2311537,dos
4269759,dos
2100143,dos
2256435,dos
4579848,dos
1074083,dos
3947689,dos
2255855,dos
1329257,dos
1706512,dos
3674384,dos
4366626,dos
3396041,normal
544381,dos
3391253,dos
4656874,dos
848929,normal
459653,dos
1660858,dos
3405917,normal
1637029,dos
448131,dos
2944423,dos
4244328,dos
144336,normal
4833486,dos
4086107,dos
4621861,dos
3652676,dos
4315383,dos
2043407,dos
3160362,dos
3666065,normal
2551418,dos
4776565,normal
3028666,dos
2796315,dos
2742740,dos
1157925,dos
2929582,dos
1041122,normal
4585072,dos
1744291,dos
2764630,dos
1455228,normal
1325827,dos
589540,dos
2108925,dos
4790882,normal
1285466,dos
4243642,dos
3315525,dos
1241019,dos
2343465,dos
4655773,dos
1658353,dos
4000465,dos
4481342,normal
720277,dos
2418520,dos
2309123,dos
1142033,dos
4328319,dos
320921,normal
1476655,dos
821552,normal
15111,normal
2026162,dos
4448988,dos
2747640,dos
1624076,dos
1659274,dos
3553759,dos
2514,normal
688795,dos
2846339,dos
3766921,dos
194443,normal
4593669,dos
4700135,dos
2436851,dos
2666190,dos
1547286,dos
3021247,dos
2190075,dos
3946456,dos
1830539,dos
2900485,dos
3771639,dos
4645687,dos
1868945,dos
2906585,dos
753589,normal
597263,dos
3913336,dos
891361,normal
3901415,dos
4165501,dos
2574813,dos
1725352,dos
4554835,normal
2795808,dos
156620,normal
1500612,dos
3501302,dos
141905,normal
3263536,dos
4525673,normal
4453065,dos
1953404,dos
1992369,dos
4066893,dos
3716084,dos
2746555,dos
1363480,normal
2528057,dos
4671316,dos
3035168,dos
3432522,probe
3008178,dos
2349383,dos
3280298,dos
2277080,dos
4461210,normal
473536,dos
2317217,dos
2210444,dos
3869676,dos
4045918,dos
156777,normal
1471262,dos
57532,normal
1283662,dos
624920,dos
94821,dos
2766721,dos
2651649,dos
1660396,dos
1141440,dos
4429828,dos
3490614,dos
1529060,dos
3263968,dos
4048664,dos
139346,normal
3190594,dos
755573,normal
1300588,dos
2771189,dos
1412358,normal
2403337,dos
3192628,dos
4529687,normal
2107742,dos
832623,normal
1206744,dos
2096854,dos
3177352,dos
787254,normal
4021396,dos
3002903,dos
1129501,dos
2819380,dos
603046,dos
4188282,dos
2990029,dos
3368990,dos
3801092,dos
3246555,dos
2742209,dos
2582567,dos
2589134,dos
2094779,dos
1714281,dos
2755897,dos
4124276,dos
4611647,dos
908076,dos
1355665,normal
2462516,dos
3785923,dos
233951,normal
2164881,dos
